sequence.start,Desorb.Start.Time,CreationTime,eithertime,status,Tube,markes_n,GC_n,either_n,markes_GC,create_desorb,FileName,user,FullName,id,desorb.Start.diff,nameBlank,Mixup,kBlank,Cluster,n_peaks,vial,dupe,ApproxDate,Period,SteelTube,Problem,Note,TubeMatch
2019-06-21T09:55:04Z,2019-06-21T16:59:55Z,2019-06-21T16:54:01Z,2019-06-21T16:54:01Z,Desorbed NA,1,1,1,1,0,354,Blank1_6212019_01.qgd,Blank : RMBL,C:/GCMSsolution/Data/Project1/RMBL Data/Bakeout 2019/Blank1_6212019_01.qgd,70ec0c1b-1de2-4b2f-bbaf-6c16775fec61,7393,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
2019-06-21T09:55:04Z,2019-06-21T17:51:14Z,2019-06-21T17:44:39Z,2019-06-21T17:44:39Z,"NA NA",2,2,2,2,0,395,KAHO_V27_6202019_02.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/KAHO_V27_6202019_02.qgd,70ec0c1b-1de2-4b2f-bbaf-6c16775fec61,3079,FALSE,FALSE,FALSE,34,318,27,FALSE,NA,NA,NA,NA,NA,NA
2019-06-21T09:55:04Z,2019-06-21T17:51:14Z,2019-06-21T17:44:39Z,2019-06-21T17:44:39Z,"NA NA",2,2,1,1,1,395,STEL_V577_6202019_01.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/STEL_V577_6202019_01.qgd,70ec0c1b-1de2-4b2f-bbaf-6c16775fec61,0,FALSE,FALSE,FALSE,18,304,577,FALSE,NA,NA,NA,NA,NA,NA
2019-06-21T21:22:06Z,2019-06-22T04:27:01Z,2019-06-22T04:25:09Z,2019-06-22T04:25:09Z,Desorbed NA,1,1,1,1,0,112,GLOB_V41_6212019_01.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V41_6212019_01.qgd,7a8fd3f0-79ed-42d9-a5e4-eae68d315d73,10827,FALSE,FALSE,FALSE,18,308,41,FALSE,NA,NA,NA,NA,NA,NA
2019-06-21T21:22:06Z,2019-06-22T04:57:31Z,2019-06-22T04:57:54Z,2019-06-22T04:57:31Z,Desorbed NA,2,2,2,2,0,23,GLOB_V45_6212019_02.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V45_6212019_02.qgd,7a8fd3f0-79ed-42d9-a5e4-eae68d315d73,1830,FALSE,FALSE,FALSE,18,329,45,FALSE,NA,NA,NA,NA,NA,NA
2019-06-21T21:22:06Z,2019-06-22T05:29:40Z,2019-06-22T05:30:05Z,2019-06-22T05:29:40Z,Desorbed NA,3,3,3,3,0,25,GLOB_V126_6212019_03.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V126_6212019_03.qgd,7a8fd3f0-79ed-42d9-a5e4-eae68d315d73,1929,FALSE,FALSE,FALSE,18,319,126,FALSE,NA,NA,NA,NA,NA,NA
2019-06-21T21:22:06Z,2019-06-22T06:01:31Z,2019-06-22T06:01:42Z,2019-06-22T06:01:31Z,Desorbed NA,4,4,4,4,0,11,GLOB_V127_6212019_04.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V127_6212019_04.qgd,7a8fd3f0-79ed-42d9-a5e4-eae68d315d73,1911,FALSE,FALSE,FALSE,30,327,127,FALSE,NA,NA,NA,NA,NA,NA
2019-06-21T21:22:06Z,2019-06-22T06:33:14Z,2019-06-22T06:33:32Z,2019-06-22T06:33:14Z,Desorbed NA,5,5,5,5,0,18,GLOB_V128_6212019_05.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V128_6212019_05.qgd,7a8fd3f0-79ed-42d9-a5e4-eae68d315d73,1903,FALSE,FALSE,FALSE,30,321,128,FALSE,NA,NA,NA,NA,NA,NA
2019-06-21T21:22:06Z,2019-06-22T07:04:48Z,2019-06-22T07:05:00Z,2019-06-22T07:04:48Z,Desorbed NA,6,6,6,6,0,12,GLOB_V130_6212019_06.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V130_6212019_06.qgd,7a8fd3f0-79ed-42d9-a5e4-eae68d315d73,1894,FALSE,FALSE,FALSE,30,324,130,FALSE,NA,NA,NA,NA,NA,NA
2019-06-21T21:22:06Z,2019-06-22T07:36:13Z,2019-06-22T07:36:33Z,2019-06-22T07:36:13Z,Desorbed NA,7,7,7,7,0,20,GLOB_V131_6212019_07.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V131_6212019_07.qgd,7a8fd3f0-79ed-42d9-a5e4-eae68d315d73,1885,FALSE,FALSE,FALSE,30,323,131,FALSE,NA,NA,NA,NA,NA,NA
2019-06-21T21:22:06Z,2019-06-22T08:07:40Z,2019-06-22T08:07:57Z,2019-06-22T08:07:40Z,Desorbed NA,8,8,8,8,0,17,AMBI_V132_6212019_08.qgd,NA,C:/GCMSsolution/Data/Project1/Powers RMBL Data/AMBI_V132_6212019_08.qgd,7a8fd3f0-79ed-42d9-a5e4-eae68d315d73,1887,FALSE,FALSE,FALSE,30,329,132,FALSE,NA,NA,NA,NA,NA,NA
2019-06-21T21:22:06Z,2019-06-22T08:39:03Z,2019-06-22T08:39:25Z,2019-06-22T08:39:03Z,Desorbed NA,9,9,9,9,0,22,GLOB_V133_6212019_09.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V133_6212019_09.qgd,7a8fd3f0-79ed-42d9-a5e4-eae68d315d73,1883,FALSE,FALSE,FALSE,30,304,133,FALSE,NA,NA,NA,NA,NA,NA
2019-06-21T21:22:06Z,2019-06-22T09:10:25Z,2019-06-22T09:10:49Z,2019-06-22T09:10:25Z,Desorbed NA,10,10,10,10,0,24,Blank3_6212019_10.qgd,Blank : RMBL,C:/GCMSsolution/Data/Project1/Powers RMBL Data/Blank3_6212019_10.qgd,7a8fd3f0-79ed-42d9-a5e4-eae68d315d73,1882,TRUE,FALSE,TRUE,32,327,NA,FALSE,NA,NA,NA,NA,NA,NA
2019-06-21T21:22:06Z,2019-06-22T09:42:41Z,2019-06-22T09:42:09Z,2019-06-22T09:42:09Z,Desorbed NA,11,11,11,11,0,32,GLOB_V134_6212019_11.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V134_6212019_11.qgd,7a8fd3f0-79ed-42d9-a5e4-eae68d315d73,1936,FALSE,FALSE,FALSE,30,320,134,FALSE,NA,NA,NA,NA,NA,NA
2019-06-21T21:22:06Z,2019-06-22T10:13:12Z,2019-06-22T10:13:25Z,2019-06-22T10:13:12Z,Desorbed NA,12,12,12,12,0,13,GLOB_V135_6212019_12.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V135_6212019_12.qgd,7a8fd3f0-79ed-42d9-a5e4-eae68d315d73,1831,FALSE,FALSE,FALSE,30,304,135,FALSE,NA,NA,NA,NA,NA,NA
2019-06-21T21:22:06Z,2019-06-22T10:44:19Z,2019-06-22T10:44:41Z,2019-06-22T10:44:19Z,Desorbed NA,13,13,13,13,0,22,GLOB_V136_6212019_13.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V136_6212019_13.qgd,7a8fd3f0-79ed-42d9-a5e4-eae68d315d73,1867,FALSE,FALSE,FALSE,30,317,136,FALSE,NA,NA,NA,NA,NA,NA
2019-06-21T21:22:06Z,2019-06-22T11:15:45Z,2019-06-22T11:15:57Z,2019-06-22T11:15:45Z,Desorbed NA,14,14,14,14,0,12,GLOB_V137_6212019_14.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V137_6212019_14.qgd,7a8fd3f0-79ed-42d9-a5e4-eae68d315d73,1886,FALSE,FALSE,FALSE,8,313,137,FALSE,NA,NA,NA,NA,NA,NA
2019-06-21T21:22:06Z,2019-06-22T11:47:07Z,2019-06-22T11:47:21Z,2019-06-22T11:47:07Z,Desorbed NA,15,15,15,15,0,14,GLOB_V138_6212019_15.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V138_6212019_15.qgd,7a8fd3f0-79ed-42d9-a5e4-eae68d315d73,1882,FALSE,FALSE,FALSE,8,308,138,FALSE,NA,NA,NA,NA,NA,NA
2019-06-21T21:22:06Z,2019-06-22T12:18:30Z,2019-06-22T12:18:54Z,2019-06-22T12:18:30Z,Desorbed NA,16,16,16,16,0,24,GLOB_V139_6212019_16.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V139_6212019_16.qgd,7a8fd3f0-79ed-42d9-a5e4-eae68d315d73,1883,FALSE,FALSE,FALSE,8,322,139,FALSE,NA,NA,NA,NA,NA,NA
2019-06-21T21:22:06Z,2019-06-22T12:49:51Z,2019-06-22T12:50:01Z,2019-06-22T12:49:51Z,Desorbed NA,17,17,17,17,0,10,GLOB_V140_6212019_17.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V140_6212019_17.qgd,7a8fd3f0-79ed-42d9-a5e4-eae68d315d73,1881,FALSE,FALSE,FALSE,33,321,140,FALSE,NA,NA,NA,NA,NA,NA
2019-06-21T21:22:06Z,2019-06-22T13:21:07Z,2019-06-22T13:21:21Z,2019-06-22T13:21:07Z,Desorbed NA,18,18,18,18,0,14,GLOB_V141_6212019_18.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V141_6212019_18.qgd,7a8fd3f0-79ed-42d9-a5e4-eae68d315d73,1876,FALSE,FALSE,FALSE,8,320,141,FALSE,NA,NA,NA,NA,NA,NA
2019-06-21T21:22:06Z,2019-06-22T13:52:13Z,2019-06-22T13:52:32Z,2019-06-22T13:52:13Z,Desorbed NA,19,19,19,19,0,19,GLOB_V142_6212019_19.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V142_6212019_19.qgd,7a8fd3f0-79ed-42d9-a5e4-eae68d315d73,1866,FALSE,FALSE,FALSE,33,322,142,FALSE,NA,NA,NA,NA,NA,NA
2019-06-21T21:22:06Z,2019-06-22T14:23:25Z,2019-06-22T14:23:44Z,2019-06-22T14:23:25Z,Desorbed NA,20,20,20,20,0,19,GLOB_V143_6212019_20.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V143_6212019_20.qgd,7a8fd3f0-79ed-42d9-a5e4-eae68d315d73,1872,FALSE,FALSE,FALSE,33,317,143,FALSE,NA,NA,NA,NA,NA,NA
2019-06-21T21:22:06Z,2019-06-22T14:55:37Z,2019-06-22T14:54:51Z,2019-06-22T14:54:51Z,Desorbed NA,10,21,21,21,0,46,Blank4_6212019_21.qgd,Blank : RMBL,C:/GCMSsolution/Data/Project1/Powers RMBL Data/Blank4_6212019_21.qgd,7a8fd3f0-79ed-42d9-a5e4-eae68d315d73,1932,TRUE,FALSE,TRUE,32,317,NA,FALSE,NA,NA,NA,NA,NA,NA
2019-06-22T12:34:26Z,2019-06-22T19:39:23Z,2019-06-22T19:31:54Z,2019-06-22T19:31:54Z,Desorbed NA,1,1,1,1,0,449,GLOB_V144_6222019_01.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V144_6222019_01.qgd,ec12a4f3-b96f-4641-b3ea-991fe28ab945,17026,FALSE,FALSE,FALSE,8,291,144,FALSE,NA,NA,NA,NA,NA,NA
2019-06-22T12:34:26Z,2019-06-22T20:09:47Z,2019-06-22T20:10:02Z,2019-06-22T20:09:47Z,Desorbed NA,2,2,2,2,0,15,GLOB_V145_6222019_02.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V145_6222019_02.qgd,ec12a4f3-b96f-4641-b3ea-991fe28ab945,1824,FALSE,FALSE,FALSE,8,320,145,FALSE,NA,NA,NA,NA,NA,NA
2019-06-22T12:34:26Z,2019-06-22T20:40:41Z,2019-06-22T20:41:04Z,2019-06-22T20:40:41Z,Desorbed NA,3,3,3,3,0,23,GLOB_V146_6222019_03.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V146_6222019_03.qgd,ec12a4f3-b96f-4641-b3ea-991fe28ab945,1854,FALSE,FALSE,FALSE,33,329,146,FALSE,NA,NA,NA,NA,NA,NA
2019-06-22T12:34:26Z,2019-06-22T21:11:58Z,2019-06-22T21:12:16Z,2019-06-22T21:11:58Z,Leak-test failure High Pressure Leak Failure,4,4,4,4,0,18,GLOB_V147_6222019_04.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V147_6222019_04.qgd,ec12a4f3-b96f-4641-b3ea-991fe28ab945,1877,FALSE,TRUE,TRUE,32,299,147,TRUE,2019-06-22,day,4,leaked,NA,TRUE
2019-06-22T12:34:26Z,2019-06-22T21:43:15Z,2019-06-22T21:43:03Z,2019-06-22T21:43:03Z,Desorbed NA,5,5,5,5,0,12,GLOB_V148_6222019_05.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V148_6222019_05.qgd,ec12a4f3-b96f-4641-b3ea-991fe28ab945,1877,FALSE,FALSE,FALSE,8,323,148,FALSE,NA,NA,NA,NA,NA,NA
2019-06-22T12:34:26Z,2019-06-22T22:13:50Z,2019-06-22T22:14:02Z,2019-06-22T22:13:50Z,Desorbed NA,6,6,6,6,0,12,GLOB_V149_6222019_06.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V149_6222019_06.qgd,ec12a4f3-b96f-4641-b3ea-991fe28ab945,1835,FALSE,FALSE,FALSE,8,321,149,FALSE,NA,NA,NA,NA,NA,NA
2019-06-22T12:34:26Z,2019-06-22T22:45:38Z,2019-06-22T22:46:00Z,2019-06-22T22:45:38Z,Desorbed NA,7,7,7,7,0,22,GLOB_V150_6222019_07.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V150_6222019_07.qgd,ec12a4f3-b96f-4641-b3ea-991fe28ab945,1908,FALSE,FALSE,FALSE,8,316,150,FALSE,NA,NA,NA,NA,NA,NA
2019-06-22T12:34:26Z,2019-06-22T23:17:54Z,2019-06-22T23:18:20Z,2019-06-22T23:17:54Z,Desorbed NA,8,8,8,8,0,26,GLOB_V151_6222019_08.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V151_6222019_08.qgd,ec12a4f3-b96f-4641-b3ea-991fe28ab945,1936,FALSE,FALSE,FALSE,33,314,151,FALSE,NA,NA,NA,NA,NA,NA
2019-06-22T12:34:26Z,2019-06-22T23:50:30Z,2019-06-22T23:50:44Z,2019-06-22T23:50:30Z,Desorbed NA,9,9,9,9,0,14,GLOB_V152_6222019_09.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V152_6222019_09.qgd,ec12a4f3-b96f-4641-b3ea-991fe28ab945,1956,FALSE,FALSE,FALSE,33,320,152,FALSE,NA,NA,NA,NA,NA,NA
2019-06-22T12:34:26Z,2019-06-23T00:23:09Z,2019-06-23T00:23:24Z,2019-06-23T00:23:09Z,Desorbed NA,10,10,10,10,0,15,Blank3_6222019_10.qgd,Blank : RMBL,C:/GCMSsolution/Data/Project1/Powers RMBL Data/Blank3_6222019_10.qgd,ec12a4f3-b96f-4641-b3ea-991fe28ab945,1959,TRUE,FALSE,TRUE,32,310,NA,FALSE,NA,NA,NA,NA,NA,NA
2019-06-22T12:34:26Z,2019-06-23T00:56:37Z,2019-06-23T00:55:56Z,2019-06-23T00:55:56Z,Desorbed NA,11,11,11,11,0,41,GLOB_V153_6222019_11.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V153_6222019_11.qgd,ec12a4f3-b96f-4641-b3ea-991fe28ab945,2008,FALSE,FALSE,FALSE,8,328,153,FALSE,NA,NA,NA,NA,NA,NA
2019-06-22T12:34:26Z,2019-06-23T01:27:39Z,2019-06-23T01:27:50Z,2019-06-23T01:27:39Z,Desorbed NA,12,12,12,12,0,11,GLOB_V156_6222019_12.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V156_6222019_12.qgd,ec12a4f3-b96f-4641-b3ea-991fe28ab945,1862,FALSE,FALSE,FALSE,33,322,156,FALSE,NA,NA,NA,NA,NA,NA
2019-06-22T12:34:26Z,2019-06-23T01:59:46Z,2019-06-23T02:00:10Z,2019-06-23T01:59:46Z,Desorbed NA,13,13,13,13,0,24,GLOB_V157_6222019_13.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V157_6222019_13.qgd,ec12a4f3-b96f-4641-b3ea-991fe28ab945,1927,FALSE,FALSE,FALSE,33,321,157,FALSE,NA,NA,NA,NA,NA,NA
2019-06-22T12:34:26Z,2019-06-23T02:32:18Z,2019-06-23T02:32:39Z,2019-06-23T02:32:18Z,Desorbed NA,14,14,14,14,0,21,GLOB_V158_6222019_14.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V158_6222019_14.qgd,ec12a4f3-b96f-4641-b3ea-991fe28ab945,1952,FALSE,FALSE,FALSE,33,315,158,FALSE,NA,NA,NA,NA,NA,NA
2019-06-22T12:34:26Z,2019-06-23T03:05:29Z,2019-06-23T03:05:49Z,2019-06-23T03:05:29Z,Desorbed NA,15,15,15,15,0,20,GLOB_V259_6222019_15.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V259_6222019_15.qgd,ec12a4f3-b96f-4641-b3ea-991fe28ab945,1991,FALSE,FALSE,FALSE,16,287,259,FALSE,NA,NA,NA,NA,NA,NA
2019-06-22T12:34:26Z,2019-06-23T03:37:43Z,2019-06-23T03:37:56Z,2019-06-23T03:37:43Z,Desorbed NA,16,16,16,16,0,13,GLOB_V264_6222019_16.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V264_6222019_16.qgd,ec12a4f3-b96f-4641-b3ea-991fe28ab945,1934,FALSE,FALSE,FALSE,16,302,264,FALSE,NA,NA,NA,NA,NA,NA
2019-06-22T12:34:26Z,2019-06-23T04:09:51Z,2019-06-23T04:10:03Z,2019-06-23T04:09:51Z,Desorbed NA,17,17,17,17,0,12,GLOB_V281_6222019_17.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V281_6222019_17.qgd,ec12a4f3-b96f-4641-b3ea-991fe28ab945,1928,FALSE,FALSE,FALSE,36,319,281,FALSE,NA,NA,NA,NA,NA,NA
2019-06-22T12:34:26Z,2019-06-23T04:42:21Z,2019-06-23T04:42:35Z,2019-06-23T04:42:21Z,Desorbed NA,18,18,18,18,0,14,GLOB_V306_6222019_18.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V306_6222019_18.qgd,ec12a4f3-b96f-4641-b3ea-991fe28ab945,1950,FALSE,FALSE,FALSE,16,313,306,FALSE,NA,NA,NA,NA,NA,NA
2019-06-22T12:34:26Z,2019-06-23T05:15:03Z,2019-06-23T05:15:23Z,2019-06-23T05:15:03Z,Desorbed NA,19,19,19,19,0,20,GLOB_V307_6222019_19.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V307_6222019_19.qgd,ec12a4f3-b96f-4641-b3ea-991fe28ab945,1962,FALSE,FALSE,FALSE,36,324,307,FALSE,NA,NA,NA,NA,NA,NA
2019-06-22T12:34:26Z,2019-06-23T06:11:15Z,NA,2019-06-23T06:11:15Z,"NA NA",20,20,NA,20,NA,NA,NA,NA,NA,ec12a4f3-b96f-4641-b3ea-991fe28ab945,3372,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
2019-06-23T00:02:38Z,2019-06-23T07:07:27Z,2019-06-23T07:00:22Z,2019-06-23T07:00:22Z,Desorbed NA,10,1,1,1,0,425,Blank1_6232019_01.qgd,Blank : RMBL,C:/GCMSsolution/Data/Project1/Powers RMBL Data/Blank1_6232019_01.qgd,b4f18eaa-4baa-4eb6-b497-38b67ace9a27,3372,TRUE,FALSE,TRUE,32,314,NA,FALSE,NA,NA,NA,NA,NA,NA
2019-06-23T00:02:38Z,2019-06-23T07:38:07Z,2019-06-23T07:38:08Z,2019-06-23T07:38:07Z,Desorbed NA,1,2,2,2,0,1,GLOB_V147_6232019_02.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V147_6232019_02.qgd,b4f18eaa-4baa-4eb6-b497-38b67ace9a27,1840,FALSE,FALSE,FALSE,33,316,147,TRUE,2019-06-22,day,4,leaked,NA,FALSE
2019-06-23T00:02:38Z,2019-06-23T08:09:36Z,2019-06-23T08:09:47Z,2019-06-23T08:09:36Z,Desorbed NA,2,3,3,3,0,11,GLOB_V308_6232019_03.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V308_6232019_03.qgd,b4f18eaa-4baa-4eb6-b497-38b67ace9a27,1889,FALSE,FALSE,FALSE,16,305,308,FALSE,2019-06-22,day,20,stopped,not run in this batch,FALSE
2019-06-23T00:02:38Z,2019-06-23T08:41:09Z,2019-06-23T08:41:33Z,2019-06-23T08:41:09Z,Desorbed NA,3,4,4,4,0,24,GLOB_V339_6232019_04.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V339_6232019_04.qgd,b4f18eaa-4baa-4eb6-b497-38b67ace9a27,1893,FALSE,FALSE,FALSE,16,304,339,FALSE,NA,NA,NA,NA,NA,NA
2019-06-23T00:02:38Z,2019-06-23T09:12:56Z,2019-06-23T09:13:10Z,2019-06-23T09:12:56Z,Desorbed NA,4,5,5,5,0,14,GLOB_V340_6232019_05.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V340_6232019_05.qgd,b4f18eaa-4baa-4eb6-b497-38b67ace9a27,1907,FALSE,FALSE,FALSE,16,320,340,FALSE,NA,NA,NA,NA,NA,NA
2019-06-23T00:02:38Z,2019-06-23T09:44:30Z,2019-06-23T09:44:43Z,2019-06-23T09:44:30Z,Desorbed NA,5,6,6,6,0,13,GLOB_V341_6232019_06.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V341_6232019_06.qgd,b4f18eaa-4baa-4eb6-b497-38b67ace9a27,1894,FALSE,FALSE,FALSE,16,304,341,FALSE,NA,NA,NA,NA,NA,NA
2019-06-23T00:02:38Z,2019-06-23T10:16:02Z,2019-06-23T10:16:16Z,2019-06-23T10:16:02Z,Desorbed NA,6,7,7,7,0,14,GLOB_V348_6232019_07.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V348_6232019_07.qgd,b4f18eaa-4baa-4eb6-b497-38b67ace9a27,1892,FALSE,FALSE,FALSE,36,319,348,FALSE,NA,NA,NA,NA,NA,NA
2019-06-23T00:02:38Z,2019-06-23T10:47:30Z,2019-06-23T10:47:45Z,2019-06-23T10:47:30Z,Desorbed NA,7,8,8,8,0,15,GLOB_V349_6232019_08.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V349_6232019_08.qgd,b4f18eaa-4baa-4eb6-b497-38b67ace9a27,1888,FALSE,FALSE,FALSE,16,309,349,FALSE,NA,NA,NA,NA,NA,NA
2019-06-23T00:02:38Z,2019-06-23T11:19:02Z,2019-06-23T11:19:19Z,2019-06-23T11:19:02Z,Desorbed NA,8,9,9,9,0,17,GLOB_V350_6232019_09.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V350_6232019_09.qgd,b4f18eaa-4baa-4eb6-b497-38b67ace9a27,1892,FALSE,FALSE,FALSE,16,313,350,FALSE,NA,NA,NA,NA,NA,NA
2019-06-23T00:02:38Z,2019-06-23T11:50:32Z,2019-06-23T11:50:52Z,2019-06-23T11:50:32Z,Desorbed NA,9,10,10,10,0,20,GLOB_V351_6232019_10.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V351_6232019_10.qgd,b4f18eaa-4baa-4eb6-b497-38b67ace9a27,1890,FALSE,FALSE,FALSE,16,315,351,FALSE,NA,NA,NA,NA,NA,NA
2019-06-23T00:02:38Z,2019-06-23T12:22:04Z,2019-06-23T12:22:17Z,2019-06-23T12:22:04Z,Desorbed NA,10,11,11,11,0,13,Blank2_6232019_11.qgd,Blank : RMBL,C:/GCMSsolution/Data/Project1/Powers RMBL Data/Blank2_6232019_11.qgd,b4f18eaa-4baa-4eb6-b497-38b67ace9a27,1892,TRUE,FALSE,TRUE,32,330,NA,FALSE,NA,NA,NA,NA,NA,NA
2019-06-23T00:02:38Z,2019-06-23T12:54:25Z,2019-06-23T12:53:55Z,2019-06-23T12:53:55Z,Desorbed NA,11,12,12,12,0,30,GLOB_V352_6232019_12.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V352_6232019_12.qgd,b4f18eaa-4baa-4eb6-b497-38b67ace9a27,1941,FALSE,FALSE,FALSE,16,304,352,FALSE,NA,NA,NA,NA,NA,NA
2019-06-23T00:02:38Z,2019-06-23T13:24:49Z,2019-06-23T13:25:02Z,2019-06-23T13:24:49Z,Desorbed NA,12,13,13,13,0,13,GLOB_V387_6232019_13.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V387_6232019_13.qgd,b4f18eaa-4baa-4eb6-b497-38b67ace9a27,1824,FALSE,FALSE,FALSE,16,314,387,FALSE,NA,NA,NA,NA,NA,NA
2019-06-23T00:02:38Z,2019-06-23T13:56:00Z,2019-06-23T13:56:23Z,2019-06-23T13:56:00Z,Desorbed NA,13,14,14,14,0,23,GLOB_V388_6232019_14.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V388_6232019_14.qgd,b4f18eaa-4baa-4eb6-b497-38b67ace9a27,1871,FALSE,FALSE,FALSE,36,325,388,FALSE,NA,NA,NA,NA,NA,NA
2019-06-23T00:02:38Z,2019-06-23T14:27:27Z,2019-06-23T14:27:35Z,2019-06-23T14:27:27Z,Desorbed NA,14,15,15,15,0,8,GLOB_V392_6232019_15.qgd,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V392_6232019_15.qgd,b4f18eaa-4baa-4eb6-b497-38b67ace9a27,1887,FALSE,FALSE,FALSE,16,308,392,FALSE,NA,NA,NA,NA,NA,NA
