"","name","mean","max","match.var","match","RT.var","RT","count.ambient","freq.ambient","count.blank","freq.blank","count.floral","freq.floral","count.adamantis","freq.adamantis","count.apokremnos","freq.apokremnos","count.attenuata","freq.attenuata","count.globosa","freq.globosa","count.haleakalensis","freq.haleakalensis","count.hookeri","freq.hookeri","count.jacobii","freq.jacobii","count.kaalae","freq.kaalae","count.kaho","freq.kaho","count.kauaiensis","freq.kauaiensis","count.kealiae","freq.kealiae","count.laui","freq.laui","count.ligustrina","freq.ligustrina","count.lydgatei","freq.lydgatei","count.mannii","freq.mannii","count.membranacea","freq.membranacea","count.menziesii","freq.menziesii","count.nuttalii","freq.nuttalii","count.obovata","freq.obovata","count.perlmanii","freq.perlmanii","count.salicaria","freq.salicaria","count.salmen","freq.salmen","count.sarmentosa","freq.sarmentosa","count.spergulina","freq.spergulina","count.stellarioides","freq.stellarioides","count.trinervis","freq.trinervis","count.verticillata","freq.verticillata","count.viscosa","freq.viscosa","filter_RT","filter_match","filter_freq.floral","filter_contaminant","filter_area","filter_ambient_ratio","ambient_ratio","filter_ambient_ttest","filters_passed","filter_final"
"1401","2-Propanol, 1-(1-methylethoxy)-",7915.14671163575,3495625,0.00305714285714286,0.84,2.20119914285714,5.628,0,0,0,0,6,0.0101180438448567,0,0,0,0,0,0,2,0.0142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.032258064516129,1,0.166666666666667,0,0,0,0,1,0.0454545454545455,0,0,1,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,"OK","OK","Rare","OK","Low","OK",Inf,"OK",5,FALSE
"1402","2-Propanol, 1-(1,3-dimethylbutoxy)-",26.7318718381113,9187,0.000433333333333334,0.75,3.00000000000023e-06,10.865,0,0,0,0,3,0.00505902192242833,0,0,0,0,0,0,1,0.00714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0714285714285714,1,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OK","Low","Rare","OK","Low","OK",Inf,"OK",4,FALSE
"1403","2-Propanol, 1-(2-butoxy-1-methylethoxy)-",3259.22428330523,783544,0.00162651515151515,0.825,0.159424022727273,12.245,0,0,0,0,12,0.0202360876897133,0,0,0,0,0,0,3,0.0214285714285714,0,0,1,0.0384615384615385,0,0,0,0,0,0,1,0.0625,0,0,0,0,0,0,1,0.0909090909090909,0,0,0,0,2,0.0645161290322581,0,0,1,0.0555555555555556,0,0,2,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"OK","OK","Rare","OK","Low","OK",Inf,"OK",5,FALSE
"1404","2-Propanol, 1-(2-butoxyethoxy)-",3917.78583473862,372947,0.00093021978021978,0.785,2.04615384615407e-05,11.4525,0,0,0,0,14,0.0236087689713322,1,0.0454545454545455,2,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0625,1,0.25,0,0,0,0,0,0,1,0.125,2,0.0645161290322581,0,0,2,0.111111111111111,0,0,1,0.0454545454545455,1,0.0555555555555556,0,0,0,0,0,0,2,0.142857142857143,0,0,0,0,"OK","Low","Rare","OK","Low","OK",Inf,"OK",4,FALSE
"1405","2-Propanol, 1-(2-methoxypropoxy)-",15676.0691399663,611840,0.00307675438596491,0.78,6.22844611528813e-05,8.628,2,0.0740740740740741,0,0,55,0.0927487352445194,2,0.0909090909090909,5,0.2,1,0.142857142857143,10,0.0714285714285714,0,0,4,0.153846153846154,0,0,3,0.125,2,0.0235294117647059,1,0.0625,1,0.0625,2,0.5,0,0,2,0.181818181818182,1,0.25,1,0.125,1,0.032258064516129,3,0.5,2,0.111111111111111,0,0,5,0.227272727272727,2,0.111111111111111,3,0.230769230769231,0,0,1,0.0769230769230769,1,0.0714285714285714,1,0.1,1,0.333333333333333,"OK","Low","Rare","OK","Low","AmRatioFail",1.53113748739863,"tTestFail",2,FALSE
"1406","2-Propanol, 1-(2-methylpropoxy)-",13784.9291736931,971336,0.00141345029239766,0.82,0.341553619883041,7.337,1,0.037037037037037,0,0,18,0.03035413153457,0,0,0,0,0,0,11,0.0785714285714286,1,0.166666666666667,0,0,0,0,0,0,4,0.0470588235294118,0,0,0,0,0,0,0,0,0,0,0,0,1,0.125,0,0,0,0,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OK","OK","Rare","OK","Low","AmRatioFail",3.96887423158644,"tTestFail",3,FALSE
"1407","2-Propanol, 1-(isooctyloxy)-2-methyl-",4711.32377740304,782262,0.0012702380952381,0.74,11.2031424708995,8.631,1,0.037037037037037,0,0,27,0.045531197301855,0,0,1,0.04,0,0,2,0.0142857142857143,1,0.166666666666667,1,0.0384615384615385,0,0,2,0.0833333333333333,1,0.0117647058823529,0,0,2,0.125,0,0,2,0.142857142857143,0,0,0,0,0,0,1,0.032258064516129,1,0.166666666666667,1,0.0555555555555556,0,0,1,0.0454545454545455,0,0,4,0.307692307692308,1,0.032258064516129,1,0.0769230769230769,3,0.214285714285714,2,0.2,0,0,"OK","Low","Rare","OK","Low","AmRatioFail",1.14117595017343,"tTestFail",2,FALSE
"1408","2-Propanol, 1-[(1-methyl-2-propynyl)oxy]-, acetate",1152.20573355818,225609,0.000729999999999998,0.82,0.0065705,1.718,0,0,0,0,5,0.00843170320404722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.125,1,0.032258064516129,0,0,0,0,0,0,0,0,0,0,1,0.0769230769230769,1,0.032258064516129,1,0.0769230769230769,0,0,0,0,0,0,"Low","OK","Rare","OK","Low","OK",Inf,"OK",4,FALSE
"1409","2-Propanol, 1-butoxy-",10632.413153457,4425229,0.00217153931339978,0.79,0.000270499446290144,7.353,1,0.037037037037037,18,0.211764705882353,24,0.0404721753794266,1,0.0454545454545455,3,0.12,0,0,8,0.0571428571428571,0,0,0,0,0,0,1,0.0416666666666667,1,0.0117647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.333333333333333,3,0.166666666666667,0,0,2,0.0909090909090909,0,0,1,0.0769230769230769,0,0,0,0,1,0.0714285714285714,0,0,1,0.333333333333333,"OK","Low","Rare","OK","OK","OK",10.4016506084764,"tTestFail",4,FALSE
"1410","2-Propanol, 1-chloro-3-methoxy-",10.6981450252951,6344,NA,0.75,NA,3.069,0,0,0,0,1,0.00168634064080944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OK","Low","Rare","OK","Low","OK",Inf,"OK",4,FALSE
"1411","2-Propanol, 1-ethoxy-",2907.56661045531,319470,0.000272222222222223,0.76,0.00468573333333334,1.875,0,0,0,0,10,0.0168634064080944,0,0,0,0,0,0,3,0.0214285714285714,1,0.166666666666667,0,0,0,0,0,0,1,0.0117647058823529,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0769230769230769,1,0.032258064516129,0,0,1,0.0714285714285714,0,0,0,0,"Low","Low","Rare","OK","Low","OK",Inf,"OK",3,FALSE
"1412","2-Propanol, 1-methoxy-",5769.4215851602,834935,0.0036104802259887,0.81,0.0569016259887006,2.95,4,0.148148148148148,0,0,56,0.0944350758853288,2,0.0909090909090909,1,0.04,2,0.285714285714286,17,0.121428571428571,0,0,2,0.0769230769230769,0,0,2,0.0833333333333333,15,0.176470588235294,0,0,2,0.125,0,0,0,0,1,0.0909090909090909,2,0.5,0,0,0,0,1,0.166666666666667,0,0,1,0.25,1,0.0454545454545455,3,0.166666666666667,1,0.0769230769230769,1,0.032258064516129,0,0,1,0.0714285714285714,0,0,1,0.333333333333333,"OK","OK","Rare","OK","Low","AmRatioFail",1.20471433829832,"tTestFail",3,FALSE
"1413","2-Propanol, 1-propoxy-",11881.9544688027,982807,0.00372307692307692,0.78,1.16766552564103,8.452,0,0,0,0,13,0.0219224283305228,0,0,0,0,0,0,2,0.0142857142857143,0,0,4,0.153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0967741935483871,0,0,0,0,0,0,3,0.136363636363636,0,0,0,0,0,0,1,0.0769230769230769,0,0,0,0,0,0,"OK","Low","Rare","OK","Low","OK",Inf,"OK",4,FALSE
"1414","2-Propanol, 1,1-dimethoxy-, acetate",8718.87689713322,562946,0.000549243697478991,0.84,0.00627057478991596,1.996,1,0.037037037037037,0,0,34,0.0573355817875211,0,0,1,0.04,0,0,13,0.0928571428571429,0,0,1,0.0384615384615385,0,0,3,0.125,9,0.105882352941176,0,0,0,0,0,0,0,0,1,0.0909090909090909,0,0,0,0,0,0,0,0,2,0.111111111111111,0,0,1,0.0454545454545455,0,0,0,0,2,0.0645161290322581,0,0,0,0,1,0.1,0,0,"Low","OK","Rare","OK","Low","AmRatioFail",2.88117979368219,"tTestFail",2,FALSE
"1415","2-Propanol, 1,1'-oxybis-",960.784148397976,569745,NA,0.94,NA,8.789,0,0,0,0,1,0.00168634064080944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OK","OK","Rare","OK","Low","OK",Inf,"OK",5,FALSE
"1416","2-Propanol, 1,3-dichloro-",76.0691399662732,45109,NA,0.75,NA,1.88,0,0,0,0,1,0.00168634064080944,0,0,0,0,1,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Low","Low","Rare","OK","Low","OK",Inf,"OK",3,FALSE
"1417","2-Propanol, 2-methyl-",877.93760539629,106158,0.00595,0.87,0.00680949999999999,1.8175,0,0,0,0,6,0.0101180438448567,0,0,0,0,0,0,1,0.00714285714285714,0,0,0,0,0,0,0,0,2,0.0235294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0645161290322581,0,0,0,0,0,0,1,0.0454545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Low","OK","Rare","OK","Low","OK",Inf,"OK",4,FALSE
"1418","2-Propanone, 1-(1-methylethoxy)-",4315.36930860034,1933819,0.000633333333333334,0.86,0.00601691666666666,2.8495,0,0,0,0,4,0.00674536256323777,0,0,0,0,0,0,1,0.00714285714285714,0,0,0,0,0,0,0,0,1,0.0117647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.032258064516129,0,0,0,0,0,0,0,0,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,"OK","OK","Rare","OK","Low","OK",Inf,"OK",5,FALSE
"1419","2-Propanone, 1-(1,3-dioxolan-2-yl)-",119.197301854975,70684,NA,0.8,NA,4.219,0,0,0,0,1,0.00168634064080944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OK","OK","Rare","OK","Low","OK",Inf,"OK",5,FALSE
"1420","2-Propanone, 1-(dimethylamino)-",491.376053962901,291386,NA,0.8,NA,15.692,0,0,0,0,1,0.00168634064080944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OK","OK","Rare","OK","Low","OK",Inf,"OK",5,FALSE
"1421","2-Propanone, 1-chloro-",346.177065767285,120004,0.00125,0.795,0.00768800000000001,3.059,0,0,0,0,2,0.00337268128161889,1,0.0454545454545455,0,0,0,0,0,0,0,0,1,0.0384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OK","Low","Rare","OK","Low","OK",Inf,"OK",4,FALSE
"1422","2-Propanone, 1-cyclohexyl-",21712.1332209106,4910124,0.00119444444444445,0.76,62.0932001944444,7.025,2,0.0740740740740741,0,0,7,0.0118043844856661,0,0,0,0,0,0,1,0.00714285714285714,0,0,1,0.0384615384615385,0,0,0,0,2,0.0235294117647059,0,0,0,0,0,0,0,0,0,0,0,0,1,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0645161290322581,0,0,0,0,0,0,0,0,"OK","Low","Rare","OK","OK","AmRatioFail",1.75514617135847,"tTestFail",3,FALSE
"1423","2-Propanone, 1-cyclopentyl-",1060.97470489039,433397,0.00320000000000001,0.75,3.426962,8.57,0,0,0,0,2,0.00337268128161889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0117647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OK","Low","Rare","OK","Low","OK",Inf,"OK",4,FALSE
"1424","2-Propanone, 1-cyclopentyl-3-ethoxy-",761.220910623946,451404,NA,0.71,NA,8.614,0,0,0,0,1,0.00168634064080944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,"OK","Low","Rare","OK","Low","OK",Inf,"OK",4,FALSE
"1425","2-Propanone, 1-hydroxy-",97734.1568296796,15042988,0.000811695906432747,0.93,0.490064245614035,2.896,0,0,0,0,13,0.0219224283305228,2,0.0909090909090909,0,0,0,0,2,0.0142857142857143,0,0,0,0,0,0,1,0.0416666666666667,1,0.0117647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.032258064516129,0,0,0,0,0,0,0,0,2,0.111111111111111,0,0,1,0.032258064516129,2,0.153846153846154,0,0,1,0.1,0,0,"OK","OK","Rare","OK","OK","OK",Inf,"OK",6,TRUE
"1426","2-Propanone, 1-hydroxy-, oxime",667.689713322091,103690,0.00112678571428572,0.715,0.00372269642857144,2.4625,1,0.037037037037037,0,0,7,0.0118043844856661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0416666666666667,3,0.0352941176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.032258064516129,0,0,1,0.0555555555555556,0,0,1,0.0454545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OK","Low","Rare","OK","Low","AmRatioFail",0.397688607348094,"tTestFail",2,FALSE
"1427","2-Propanone, 1-methoxy-",3156.69308600337,558045,0.00428589743589744,0.83,0.223658730769231,3.355,2,0.0740740740740741,3,0.0352941176470588,8,0.0134907251264755,1,0.0454545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0352941176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.032258064516129,0,0,0,0,0,0,0,0,0,0,2,0.153846153846154,0,0,0,0,1,0.0714285714285714,0,0,0,0,"OK","OK","Rare","OK","Low","AmRatioFail",0.52277235286741,"tTestFail",3,FALSE
"1428","2-Propanone, 1-phenoxy-",145.569983136594,37191,0.000433333333333334,0.75,1.63333333333318e-05,10.628,0,0,0,0,3,0.00505902192242833,1,0.0454545454545455,1,0.04,0,0,0,0,0,0,0,0,0,0,1,0.0416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OK","Low","Rare","OK","Low","OK",Inf,"OK",4,FALSE
"1429","2-Propanone, 1,1,3,3-tetrapropoxy-",55.4013490725126,32853,NA,0.75,NA,3.665,0,0,0,0,1,0.00168634064080944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OK","Low","Rare","OK","Low","OK",Inf,"OK",4,FALSE
"1430","2-Propanone, 1,3-diphenyl-",160721.65767285,37047135,0.000655384615384615,0.84,0.0459389784615384,11.7365,0,0,0,0,25,0.0421585160202361,1,0.0454545454545455,8,0.32,0,0,2,0.0142857142857143,1,0.166666666666667,3,0.115384615384615,0,0,1,0.0416666666666667,4,0.0470588235294118,0,0,0,0,0,0,0,0,1,0.0909090909090909,0,0,0,0,0,0,1,0.166666666666667,0,0,0,0,0,0,0,0,0,0,1,0.032258064516129,0,0,0,0,2,0.2,0,0,"OK","OK","Rare","OK","OK","OK",Inf,"OK",6,TRUE
"1431","2-Propen-1-ol, 2-bromo-, acetate",1660.5784148398,984723,NA,0.74,NA,8.045,0,0,0,0,1,0.00168634064080944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0117647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OK","Low","Rare","OK","Low","OK",Inf,"OK",4,FALSE
"1432","2-Propen-1-one, 1-cyclopropyl-",76.5986509274874,37076,0.000800000000000001,0.74,1.7672,4.435,0,0,0,0,2,0.00337268128161889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0117647058823529,0,0,0,0,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OK","Low","Rare","OK","Low","OK",Inf,"OK",4,FALSE
"1433","2-Propen-1-one, 1-phenyl-",5648.93591905565,908082,0.000657142857142856,0.83,7.52380952380948e-05,10.962,0,0,0,0,7,0.0118043844856661,0,0,1,0.04,0,0,2,0.0142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0454545454545455,0,0,2,0.153846153846154,0,0,0,0,0,0,0,0,0,0,"OK","OK","Rare","OK","Low","OK",Inf,"OK",5,FALSE
"1434","2-Propenenitrile, 3,3-diphenyl-",6297.80944350759,1655721,0.00653333333333333,0.88,3.033333333334e-05,19.849,0,0,0,0,3,0.00505902192242833,0,0,0,0,0,0,1,0.00714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0454545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"High","OK","Rare","OK","Low","OK",Inf,"OK",4,FALSE
"1435","2-Propenoic acid",1761.15851602024,188101,0.000711111111111112,0.865,0.000700400000000003,3.2425,0,0,0,0,10,0.0168634064080944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.117647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OK","OK","Rare","OK","Low","OK",Inf,"OK",5,FALSE
"1436","2-Propenoic acid, 2-(acetylamino)-",146.553119730186,66699,0.0018,0.77,0.823044499999999,5.7035,0,0,0,0,2,0.00337268128161889,0,0,1,0.04,0,0,1,0.00714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OK","Low","Rare","OK","Low","OK",Inf,"OK",4,FALSE
"1437","2-Propenoic acid, 2-methyl-",1244.37099494098,488161,0.000919999999999999,0.83,0.030431,4.903,1,0.037037037037037,0,0,4,0.00674536256323777,0,0,0,0,0,0,2,0.0142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,"OK","OK","Rare","OK","Low","AmRatioFail",0.0689441824161569,"tTestFail",3,FALSE
"1438","2-Propenoic acid, 2-methyl-, 2-aminoethyl ester, hydrochloride",533.057335581787,101863,0.00235,0.77,1.4086533,4.056,1,0.037037037037037,0,0,4,0.00674536256323777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0235294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0555555555555556,0,0,0,0,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,"OK","Low","Rare","OK","Low","AmRatioFail",0.423061377445863,"tTestFail",2,FALSE
"1439","2-Propenoic acid, 2-methyl-, 2-propenyl ester",34.6863406408094,20569,NA,0.73,NA,3.484,0,0,0,0,1,0.00168634064080944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0714285714285714,0,0,0,0,"OK","Low","Rare","OK","Low","OK",Inf,"OK",4,FALSE
"1440","2-Propenoic acid, 2-methyl-, 2-propynyl ester",549.490725126476,100811,0.00179047619047619,0.8,0.00254047619047619,3.486,0,0,0,0,7,0.0118043844856661,0,0,0,0,0,0,1,0.00714285714285714,0,0,1,0.0384615384615385,0,0,0,0,4,0.0470588235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.032258064516129,0,0,0,0,0,0,0,0,"OK","OK","Rare","OK","Low","OK",Inf,"OK",5,FALSE
"1441","2-Propenoic acid, 2-methyl-, 3-hydroxypropyl ester",330.787521079258,196157,NA,0.84,NA,3.504,0,0,0,0,1,0.00168634064080944,0,0,0,0,0,0,0,0,1,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OK","OK","Rare","OK","Low","OK",Inf,"OK",5,FALSE
"1442","2-Propenoic acid, 2-methyl-, hexyl ester",248.883642495784,64525,0.000300000000000001,0.76,0.000133333333333328,7.36,0,0,0,0,3,0.00505902192242833,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OK","Low","Rare","OK","Low","OK",Inf,"OK",4,FALSE
"1443","2-Propenoic acid, 2-methyl-, octyl ester",6962.32040472175,2479628,0.000158333333333334,0.71,0.00518233333333324,9.605,0,0,1,0.0117647058823529,3,0.00505902192242833,0,0,1,0.04,1,0.142857142857143,0,0,0,0,0,0,0,0,0,0,1,0.0117647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OK","Low","Rare","OK","Low","OK",Inf,"OK",4,FALSE
"1444","2-Propenoic acid, 2-methyl-, oxiranylmethyl ester",49.3929173693086,29290,NA,0.79,NA,3.59,0,0,0,0,1,0.00168634064080944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OK","Low","Rare","OK","Low","OK",Inf,"OK",4,FALSE
"1445","2-Propenoic acid, 3-phenyl-",2578.48229342327,498098,0.00162,0.76,0.000380699999999995,13.034,0,0,0,0,5,0.00843170320404722,0,0,0,0,0,0,4,0.0285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,"OK","Low","Rare","OK","Low","OK",Inf,"OK",4,FALSE
"1446","2-Propenoic acid, 3-phenyl-, 2-methyl-2-propenyl ester",3443.65935919056,905824,0.00235833333333333,0.81,2.89272033333333,2.331,0,0,0,0,4,0.00674536256323777,1,0.0454545454545455,0,0,0,0,1,0.00714285714285714,0,0,0,0,0,0,0,0,1,0.0117647058823529,0,0,0,0,0,0,0,0,1,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OK","OK","Rare","OK","Low","OK",Inf,"OK",5,FALSE
"1447","2-Propenoic acid, 4-methylpentyl ester",10829.976391231,6292412,0,0.84,7.001282,5.036,0,0,0,0,2,0.00337268128161889,0,0,0,0,0,0,1,0.00714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OK","OK","Rare","OK","OK","OK",Inf,"OK",6,TRUE
"1448","2-Propenoic acid, 6-methylheptyl ester",42360.1433389545,3706097,0.00273211233211233,0.82,0.231295252747253,11.976,3,0.111111111111111,0,0,88,0.148397976391231,4,0.181818181818182,6,0.24,0,0,24,0.171428571428571,1,0.166666666666667,3,0.115384615384615,0,0,5,0.208333333333333,2,0.0235294117647059,2,0.125,3,0.1875,0,0,1,0.0714285714285714,1,0.0909090909090909,1,0.25,0,0,6,0.193548387096774,0,0,2,0.111111111111111,0,0,5,0.227272727272727,5,0.277777777777778,4,0.307692307692308,7,0.225806451612903,1,0.0769230769230769,5,0.357142857142857,0,0,0,0,"OK","OK","OK","OK","Low","AmRatioFail",0.937007006434279,"tTestFail",4,FALSE
"1449","2-Propenoic acid, methyl ester",36832.7723440135,7288715,2.85714285714286e-05,0.91,0.00220880952380953,3.984,0,0,0,0,7,0.0118043844856661,0,0,0,0,0,0,3,0.0214285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.032258064516129,0,0,0,0,0,0,0,0,2,0.111111111111111,0,0,0,0,1,0.0769230769230769,0,0,0,0,0,0,"OK","OK","Rare","OK","OK","OK",Inf,"OK",6,TRUE
"1450","2-Propenoic acid, octyl ester",22596.6273187184,1561786,0.000856140350877193,0.89,2.811695,4.653,2,0.0740740740740741,0,0,17,0.0286677908937605,1,0.0454545454545455,1,0.04,1,0.142857142857143,1,0.00714285714285714,2,0.333333333333333,3,0.115384615384615,0,0,1,0.0416666666666667,0,0,1,0.0625,0,0,0,0,0,0,1,0.0909090909090909,1,0.25,0,0,0,0,0,0,1,0.0555555555555556,0,0,1,0.0454545454545455,0,0,0,0,2,0.0645161290322581,0,0,0,0,0,0,0,0,"OK","OK","Rare","OK","Low","AmRatioFail",0.787401931249366,"tTestFail",3,FALSE
"1451","2-Propenoic acid, oxiranylmethyl ester",4077.62900505902,1026067,0.000430000000000001,0.89,0.00289119999999998,4.012,0,0,0,0,5,0.00843170320404722,1,0.0454545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0352941176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0769230769230769,0,0,0,0,0,0,"OK","OK","Rare","OK","Low","OK",Inf,"OK",5,FALSE
